Point,Date,Year,Y,X,GREG,WHIB,SWH,SDH,GBHE,GLIB,ROSP,WOST,Veg1,Veg2,Veg3,3 White Total,All Bird Total,Stage
315,2011-06-09,2011,26.744,-80.86503333,,,,,,,,,,,,2700,2700,9.73
316,2011-06-09,2011,26.75711667,-80.86948333,,,,,,,,,,,,400,400,9.73
317,2011-06-09,2011,26.778,-80.90411667,,,,,,,,,,,,1100,1100,9.73
318,2011-06-09,2011,26.69538333,-80.74998333,,,,,,,,,,,,120,120,9.73
319,2011-06-09,2011,26.78108333,-80.91356667,,,,,,,,,,,,190,190,9.73
320,2011-06-09,2011,26.79393333,-80.92855,,,,,,,,,,,,100,100,9.73
321,2011-06-09,2011,26.82776667,-80.94996667,,,,,,,,,,,,140,140,9.73
322,2011-06-09,2011,26.83815,-80.94901667,,,,,,,,,,,,200,200,9.73
323,2011-06-09,2011,26.8576,-80.94963333,,,,,,,,,,,,80,80,9.73
324,2011-06-09,2011,26.89368333,-80.9609,,,,,,,,,,,,225,225,9.73
325,2011-06-09,2011,26.9463,-81.00751667,,,,,,,,,,,,120,120,9.73
326,2011-06-09,2011,26.94788333,-81.0188,,,,,,,,,,,,225,225,9.73
327,2011-06-09,2011,26.96138333,-81.01876667,,,,,,,,,,,,350,350,9.73
328,2011-06-09,2011,26.95886667,-81.02888333,,,,,,,,,,,,385,385,9.73
329,2011-06-09,2011,26.70193333,-80.7328,,,,,,,,,,,,120,120,9.73
330,2011-06-09,2011,26.94281667,-81.04466667,,,,,,,,,,,,120,120,9.73
331,2011-06-09,2011,26.96518333,-81.07278333,,,,,,,,,,,,300,300,9.73
332,2011-06-09,2011,26.96733333,-81.06838333,,,,,,,,,,,,260,260,9.73
333,2011-06-09,2011,26.96466667,-81.06416667,,,,,,,,,,,,230,230,9.73
334,2011-06-09,2011,27.11575,-80.85901667,,,,,,,,,,,,120,120,9.73
335,2011-06-09,2011,27.08146667,-80.86281667,,,,,,,,,,,,175,175,9.73
336,2011-06-09,2011,27.06261667,-80.87746667,,,,,,,,,,,,125,125,9.73
337,2011-06-09,2011,27.05748333,-80.909,,,,,,,,,,,,120,120,9.73
338,2011-06-09,2011,27.0308,-80.92921667,,,,,,,,,,,,225,225,9.73
339,2011-06-09,2011,27.00825,-80.95048333,,,,,,,,,,,,65,65,9.73
340,2011-06-09,2011,26.72086667,-80.7397,,,,,,,,,,,,650,650,9.73
341,2011-06-09,2011,26.9959,-80.96968333,,,,,,,,,,,,160,160,9.73
342,2011-06-09,2011,26.9915,-81.00553333,,,,,,,,,,,,160,160,9.73
343,2011-06-09,2011,26.9899,-81.0142,,,,,,,,,,,,200,200,9.73
344,2011-06-09,2011,26.98821667,-81.0435,,,,,,,,,,,,90,90,9.73
345,2011-06-09,2011,26.72795,-80.74593333,,,,,,,,,,,,450,450,9.73
346,2011-06-09,2011,26.72401667,-80.77951667,,,,,,,,,,,,135,135,9.73
347,2011-06-09,2011,26.724,-80.78438333,,,,,,,,,,,,200,200,9.73
348,2011-06-09,2011,26.71918333,-80.7777,,,,,,,,,,,,500,500,9.73
349,2011-06-09,2011,26.72375,-80.78633333,,,,,,,,,,,,250,250,9.73
350,2012-01-09,2012,27.756335,-80.6928,,,,,,,,,,,,125,125,13.52
351,2012-01-09,2012,26.834918,-81.0368,,,,,,,,,,,,250,250,13.52
352,2012-01-09,2012,26.844248,-80.9762,,,,,,,,,,,,75,75,13.52
353,2012-01-09,2012,27.023754,-80.9869,,,,,,,,,,,,130,130,13.52
354,2012-02-14,2012,26.74267,-80.79865,,,,,,,,,,,,50,50,13.13
355,2012-02-14,2012,26.8578,-80.98463,,,,,,,,,,,,55,55,13.13
356,2012-02-14,2012,26.8745,-80.986,,,,,,,,,,,,200,200,13.13
357,2012-02-14,2012,27.0243,-80.98003,,,,,,,,,,,,220,220,13.13
358,2012-02-14,2012,27.0243,-80.98003,,,,,,,,,,,,250,250,13.13
359,2012-02-14,2012,27.062,-80.91463,,,,,,,,,,,,1100,1100,13.13
360,2012-03-13,2012,26.697,-80.76393333,,,,,,,,,,,,102,102,12.84
361,2012-03-13,2012,26.71126667,-80.80533333,,,,,,,,,,,,101,101,12.84
362,2012-03-13,2012,26.75606667,-80.71685,,,,,,,,,,,,121,121,12.84
363,2012-03-13,2012,26.75031667,-80.72381667,,,,,,,,,,,,130,130,12.84
364,2012-03-13,2012,26.75206667,-80.89045,,,,,,,,,,,,138,138,12.84
365,2012-03-13,2012,26.82088333,-81.0264,,,,,,,,,,,,117,117,12.84
366,2012-03-13,2012,26.8329,-80.95901667,,,,,,,,,,,,76,76,12.84
367,2012-03-13,2012,26.89055,-80.97583333,,,,,,,,,,,,149,149,12.84
368,2012-03-13,2012,26.95173333,-81.06415,,,,,,,,,,,,110,110,12.84
369,2012-04-10,2012,26.69099,-80.76166,,,,,,,,,,,,70,70,12.02
370,2012-04-10,2012,26.8711,-80.96124,,,,,,,,,,,,60,60,12.02
371,2012-04-10,2012,26.8831,-80.9655,,,,,,,,,,,,50,50,12.02
372,2012-04-10,2012,26.88086,-80.9758,,,,,,,,,,,,500,500,12.02
373,2012-04-10,2012,26.8989,-81.00908,,,,,,,,,,,,80,80,12.02
374,2012-04-10,2012,26.91154,-80.98945,,,,,,,,,,,,70,70,12.02
375,2012-04-10,2012,27.042,-80.94118,,,,,,,,,,,,85,85,12.02
376,2012-04-10,2012,27.05354,-80.91887,,,,,,,,,,,,50,50,12.02
377,2012-04-10,2012,27.04853,-80.91705,,,,,,,,,,,,400,400,12.02
378,2012-04-10,2012,27.04252,-80.92271,,,,,,,,,,,,150,150,12.02
379,2012-04-10,2012,27.04009,-80.92404,,,,,,,,,,,,800,800,12.02
380,2012-04-10,2012,26.71456,-80.71529,,,,,,,,,,,,500,500,12.02
381,2012-04-10,2012,27.10092,-80.87208,,,,,,,,,,,,50,50,12.02
382,2012-04-10,2012,27.11913,-80.86544,,,,,,,,,,,,60,60,12.02
383,2012-04-10,2012,26.74109,-80.72876,,,,,,,,,,,,300,300,12.02
384,2012-04-10,2012,26.74232,-80.733,,,,,,,,,,,,50,50,12.02
385,2012-04-10,2012,26.75569,-80.69197,,,,,,,,,,,,200,200,12.02
386,2012-04-10,2012,26.75097,-80.72993,,,,,,,,,,,,100,100,12.02
387,2012-04-10,2012,26.75864,-80.89168,,,,,,,,,,,,120,120,12.02
388,2012-04-10,2012,26.82237,-80.95785,,,,,,,,,,,,230,230,12.02
389,2012-04-10,2012,26.86608,-80.96949,,,,,,,,,,,,200,200,12.02
390,2012-05-07,2012,26.69133,-80.18846,,,,,,,,,,,,120,120,11.61
391,2012-05-07,2012,26.89123,-80.9847,,,,,,,,,,,,650,650,11.61
392,2012-05-07,2012,26.89261,-81.00158,,,,,,,,,,,,55,55,11.61
393,2012-05-07,2012,26.89988,-81.00622,,,,,,,,,,,,300,300,11.61
394,2012-05-07,2012,26.91069,-81.02257,,,,,,,,,,,,430,430,11.61
395,2012-05-07,2012,26.92693,-81.03323,,,,,,,,,,,,55,55,11.61
396,2012-05-07,2012,26.95303,-81.07673,,,,,,,,,,,,150,150,11.61
397,2012-05-07,2012,27.02205,-80.94676,,,,,,,,,,,,550,550,11.61
398,2012-05-07,2012,27.04808,-80.92145,,,,,,,,,,,,95,95,11.61
399,2012-05-07,2012,27.07565,-80.89206,,,,,,,,,,,,150,150,11.61
400,2012-05-07,2012,27.08499,-80.86978,,,,,,,,,,,,85,85,11.61
401,2012-05-07,2012,26.69133,-80.18846,,,,,,,,,,,,65,65,11.61
402,2012-05-07,2012,27.07839,-80.87343,,,,,,,,,,,,330,330,11.61
403,2012-05-07,2012,27.09638,-80.86563,,,,,,,,,,,,330,330,11.61
404,2012-05-07,2012,27.1132,-80.86929,,,,,,,,,,,,50,50,11.61
405,2012-05-07,2012,26.72788,-80.71138,,,,,,,,,,,,130,130,11.61
406,2012-05-07,2012,26.72112,-80.8196,,,,,,,,,,,,75,75,11.61
407,2012-05-07,2012,26.76299,-80.9121,,,,,,,,,,,,120,120,11.61
408,2012-05-07,2012,26.77647,-80.92818,,,,,,,,,,,,180,180,11.61
409,2012-05-07,2012,26.84793,-80.964,,,,,,,,,,,,280,280,11.61
410,2012-05-07,2012,26.86335,-80.97155,,,,,,,,,,,,50,50,11.61
411,2012-05-07,2012,26.87706,-80.96269,,,,,,,,,,,,50,50,11.61
412,2012-06-05,2012,26.78168846,-80.92998731,,,,,,,,,,,,65,65,11.69
413,2012-06-05,2012,26.89039511,-80.98672766,,,,,,,,,,,,235,235,11.69
414,2012-06-05,2012,26.89416094,-80.99755271,,,,,,,,,,,,650,650,11.69
415,2012-06-05,2012,26.89669289,-81.00259074,,,,,,,,,,,,50,50,11.69
416,2012-06-05,2012,26.89579197,-81.00962355,,,,,,,,,,,,650,650,11.69
417,2012-06-05,2012,26.93158666,-81.055535,,,,,,,,,,,,75,75,11.69
418,2012-06-05,2012,26.98385257,-81.06876404,,,,,,,,,,,,250,250,11.69
419,2012-06-05,2012,27.0195755,-80.95471941,,,,,,,,,,,,95,95,11.69
420,2012-06-05,2012,27.05972962,-80.90810416,,,,,,,,,,,,180,180,11.69
421,2012-06-05,2012,27.06956565,-80.878508,,,,,,,,,,,,55,55,11.69
422,2012-06-05,2012,27.09691602,-80.86299571,,,,,,,,,,,,50,50,11.69
423,2012-06-05,2012,27.16631902,-80.84263057,,,,,,,,,,,,150,150,11.69
424,2012-12-12,2013,26.6986,-80.7619,90,50,307,,,,,,,,,447,447,15.14
425,2012-12-12,2013,26.74602,-80.72847,35,0,220,,,,,,,,,255,255,15.14
426,2012-12-12,2013,26.75982,-80.88775,225,0,325,,,,,,,,,550,550,15.14
427,2012-12-12,2013,26.75822,-80.90373,25,0,45,,,,,,,,,70,70,15.14
428,2012-12-12,2013,26.80173,-80.95477,0,65,0,,,,,,,,,65,65,15.14
429,2012-12-12,2013,26.8675,-81.0744,0,0,0,,,,,,,,,0,0,15.14
430,2012-12-12,2013,26.96163,-81.01432,15,0,200,,,,,,,,,215,215,15.14
431,2012-12-12,2013,26.97437,-81.08132,0,0,225,,,,,,,,,225,225,15.14
432,2012-12-12,2013,26.97313,-81.0795,0,0,45,,,,,,,,,45,45,15.14
433,2012-12-12,2013,27.06452,-80.95792,0,0,0,,,,,,,,,0,0,15.14
434,2012-12-12,2013,27.1906,-80.83482,25,0,325,,,,,,,,,350,350,15.14
435,2013-01-10,2013,26.69798,-80.76565,240,0,330,,,,,,,,,570,570,15.01
436,2013-01-10,2013,26.69955,-80.79375,140,75,305,,,,,,,,,520,520,15.01
437,2013-01-10,2013,26.75393,-80.73195,34,0,84,,,,,,,,,118,118,15.01
438,2013-01-10,2013,26.74728,-80.89183,340,15,680,,,,,,,,,1035,1035,15.01
439,2013-01-10,2013,26.86803,-80.9873,63,0,0,,,,,,,,,63,63,15.01
440,2013-01-10,2013,26.98803,-81.0576,0,0,50,,,,,,,,,50,50,15.01
441,2013-01-10,2013,27.10317,-80.90295,68,0,0,,,,,,,,,68,68,15.01
442,2013-01-10,2013,27.1332,-80.86603,0,0,50,,,,,,,,,50,50,15.01
443,2013-02-13,2013,26.70312,-80.78308,0,75,25,,,,,,,,,100,100,14.34
444,2013-02-13,2013,26.70117,-80.81466,12,6,165,,,,,,,,,183,183,14.34
445,2013-02-13,2013,26.72102,-80.71231,0,5,155,,,,,,,,,160,160,14.34
446,2013-02-13,2013,26.73382,-80.71641,0,0,65,,,,,,,,,65,65,14.34
447,2013-02-13,2013,26.755,-80.73388,7,5,36,,,,,,,,,48,48,14.34
448,2013-02-13,2013,26.80276,-80.95343,0,145,0,,,,,,,,,145,145,14.34
449,2013-02-13,2013,26.82625,-81.0451,0,390,0,,,,,,,,,390,390,14.34
450,2013-02-13,2013,26.82664,-81.05123,0,725,0,,,,,,,,,725,725,14.34
451,2013-02-13,2013,26.82889,-81.0634,0,950,0,,,,,,,,,950,950,14.34
452,2013-02-13,2013,26.83677,-81.06316,0,500,0,,,,,,,,,500,500,14.34
453,2013-02-13,2013,26.84439,-81.0676,12,45,3,,,,,,,,,60,60,14.34
454,2013-02-13,2013,26.87065,-81.06887,0,1,6,,,,,,,,,7,7,14.34
455,2013-02-13,2013,26.86783,-81.04166,0,0,0,,,,,,,,,0,0,14.34
456,2013-02-13,2013,26.89138,-80.99195,0,125,0,,,,,,,,,125,125,14.34
457,2013-02-13,2013,26.88883,-81.06353,0,900,0,,,,,,,,,900,900,14.34
458,2013-02-13,2013,27.09353,-80.83277,0,110,0,,,,,,,,,110,110,14.34
459,2013-02-13,2013,27.16524,-80.85345,0,0,75,,,,,,,,,75,75,14.34
460,2013-03-10,2013,26.68507344,-80.73195213,77,65,,,,,,,,,,142,142,14.04
461,2013-03-10,2013,26.69216386,-80.73405406,115,85,30,,,,,,,,,230,230,14.04
462,2013-03-10,2013,26.69392842,-80.76377185,33,175,150,,,,,,,,,358,358,14.04
463,2013-03-10,2013,26.7033159,-80.79723744,139,,128,,,,,,,,,267,267,14.04
464,2013-03-10,2013,26.70526628,-80.80134063,13,40,70,,,,,,,,,123,123,14.04
465,2013-03-10,2013,26.71605555,-80.7180743,55,0,76,,,,,,,,,131,131,14.04
466,2013-03-10,2013,26.72774009,-80.71108514,0,0,185,,,,,,,,,185,185,14.04
467,2013-03-10,2013,26.72521815,-80.71411042,,65,,,,,,,,,,65,65,14.04
468,2013-03-10,2013,26.75379055,-80.72719591,175,,,,,,,,,,,175,175,14.04
469,2013-03-10,2013,26.7561964,-80.73116147,103,,200,,,,,,,,,303,303,14.04
470,2013-03-10,2013,26.7524357,-80.88495028,105,,41,,,,,,,,,146,146,14.04
471,2013-03-10,2013,26.76349159,-80.88600146,29,,,,,,,,,,,29,29,14.04
472,2013-03-10,2013,26.77966498,-80.9403835,,,12,,,,,,,,,12,12,14.04
473,2013-03-10,2013,26.79983469,-80.95173527,158,111,,,,,,,,,,269,269,14.04
474,2013-03-10,2013,26.81694785,-80.9518771,30,20,59,,,,,,,,,109,109,14.04
475,2013-03-10,2013,26.82364332,-81.04852321,19,300,11,,,,,,,,,330,330,14.04
476,2013-03-10,2013,26.83372591,-81.06431681,10,409,,,,,,,,,,419,419,14.04
477,2013-03-10,2013,26.83809766,-81.07014164,12,43,,,,,,,,,,55,55,14.04
478,2013-03-10,2013,26.84088447,-81.07114923,,56,,,,,,,,,,56,56,14.04
479,2013-03-10,2013,26.83606471,-81.05302035,12,664,,,,,,,,,,676,676,14.04
480,2013-03-10,2013,26.83356489,-81.05561346,7,567,,,,,,,,,,574,574,14.04
481,2013-03-10,2013,26.84867109,-81.02312034,64,301,,,,,,,,,,365,365,14.04
482,2013-03-10,2013,26.85917429,-81.03467085,,452,21,,,,,,,,,473,473,14.04
483,2013-03-10,2013,26.85017397,-81.05650085,5,210,,,,,,,,,,215,215,14.04
484,2013-03-10,2013,26.87507987,-81.09130888,45,65,10,,,,,,,,,120,120,14.04
485,2013-03-10,2013,26.87726755,-81.0550776,78,249,107,,,,,,,,,434,434,14.04
486,2013-03-10,2013,26.8911365,-81.06509976,64,1454,15,,,,,,,,,1533,1533,14.04
487,2013-03-10,2013,26.88572841,-81.07654626,61,1303,144,,,,,,,,,1508,1508,14.04
488,2013-03-10,2013,26.95946476,-81.07613068,200,,134,,,,,,,,,334,334,14.04
489,2013-03-10,2013,26.96424287,-81.07805232,25,10,276,,,,,,,,,311,311,14.04
490,2013-03-10,2013,27.02477932,-80.98648665,25,5,10,,,,,,,,,40,40,14.04
491,2013-03-10,2013,27.03625825,-80.97162075,,101,11,,,,,,,,,112,112,14.04
492,2013-03-10,2013,27.06374955,-80.91199818,,,,,,,,,,,,,0,14.04
493,2013-03-10,2013,27.09523098,-80.84284656,,55,,,,,,,,,,55,55,14.04
494,2013-03-10,2013,27.16240305,-80.84815867,,55,,,,,,,,,,55,55,14.04
495,2013-03-10,2013,27.17608516,-80.84299827,,95,,,,,,,,,,95,95,14.04
496,2013-03-10,2013,27.18420421,-80.83642401,,100,,,,,,,,,,100,100,14.04
497,2013-03-25,2013,26.69402481,-80.76396916,86,,57,,,,,,,,,143,143,13.97
498,2013-03-25,2013,26.70329126,-80.79365711,450,,322,,,,,,,,,772,772,13.97
499,2013-03-25,2013,26.70528389,-80.79812919,23,,53,,,,,,,,,76,76,13.97
500,2013-03-25,2013,26.71520705,-80.7192683,59,,140,,,,,,,,,199,199,13.97
501,2013-03-25,2013,26.75074968,-80.72671034,500,,608,,,,,,,,,1108,1108,13.97
502,2013-03-25,2013,26.75064272,-80.88906446,250,10,230,,,,,,,,,490,490,13.97
503,2013-03-25,2013,26.78017627,-80.94337927,43,,,,,,,,,,,43,43,13.97
504,2013-03-25,2013,26.81373339,-80.98178423,135,,,,,,,,,,,135,135,13.97
505,2013-03-25,2013,26.82438402,-81.04488018,,595,,,,,,,,,,595,595,13.97
506,2013-03-25,2013,26.8256129,-81.05093284,,70,,,,,,,,,,70,70,13.97
507,2013-03-25,2013,26.82930076,-81.05149032,,115,,,,,,,,,,115,115,13.97
508,2013-03-25,2013,26.83602456,-81.05305731,,155,,,,,,,,,,155,155,13.97
509,2013-03-25,2013,26.83813705,-81.06132874,15,195,,,,,,,,,,210,210,13.97
510,2013-03-25,2013,26.84218484,-81.05919496,,466,,,,,,,,,,466,466,13.97
511,2013-03-25,2013,26.84959067,-81.05732672,2,185,,,,,,,,,,187,187,13.97
512,2013-03-25,2013,26.85754099,-81.03474596,6,209,,,,,,,,,,215,215,13.97
513,2013-03-25,2013,26.85645302,-81.05216715,12,203,,,,,,,,,,215,215,13.97
514,2013-03-25,2013,26.84455063,-80.9847163,,225,,,,,,,,,,225,225,13.97
515,2013-03-25,2013,26.84689337,-80.98529901,,780,,,,,,,,,,780,780,13.97
516,2013-03-25,2013,26.86970632,-81.03928518,,60,,,,,,,,,,60,60,13.97
517,2013-03-25,2013,26.88143696,-81.0811553,,210,,,,,,,,,,210,210,13.97
518,2013-03-25,2013,26.87932614,-81.05052372,,428,,,,,,,,,,428,428,13.97
519,2013-03-25,2013,26.89625817,-80.98863275,9,,78,,,,,,,,,87,87,13.97
520,2013-03-25,2013,26.89219312,-80.98782515,59,,,,,,,,,,,59,59,13.97
521,2013-03-25,2013,26.91290287,-81.08032649,,145,,,,,,,,,,145,145,13.97
522,2013-03-25,2013,26.93502506,-81.0923821,,328,,,,,,,,,,328,328,13.97
523,2013-03-25,2013,26.94989573,-81.0695938,40,,33,,,,,,,,,73,73,13.97
524,2013-03-25,2013,26.94956926,-81.07739115,4,,67,,,,,,,,,71,71,13.97
525,2013-03-25,2013,27.00589447,-81.03130829,,42,,,,,,,,,,42,42,13.97
526,2013-03-25,2013,27.05373134,-80.9481158,6,9,20,,,,,,,,,35,35,13.97
527,2013-03-25,2013,27.10453506,-80.87821676,48,35,278,,,,,,,,,361,361,13.97
528,2013-03-25,2013,27.09292822,-80.84186596,10,75,0,,,,,,,,,85,85,13.97
529,2013-03-25,2013,27.17841407,-80.83969521,10,25,10,,,,,,,,,45,45,13.97
530,2013-04-10,2013,27.15455071,-80.84447206,190,0,610,,,,,,,,,800,800,13.67
531,2013-04-10,2013,27.16758859,-80.85046085,130,0,188,,,,,,,,,318,318,13.67
532,2013-04-10,2013,27.01830145,-80.99472832,251,0,408,,,,,,,,,659,659,13.67
533,2013-04-10,2013,26.95308773,-81.08507107,184,272,41,,,,,,,,,497,497,13.67
534,2013-04-10,2013,26.88978081,-80.98067673,0,95,0,,,,,,,,,95,95,13.67
535,2013-04-10,2013,26.86871532,-81.04660794,7,25,0,,,,,,,,,32,32,13.67
536,2013-04-10,2013,26.84929177,-81.01104076,25,15,17,,,,,,,,,57,57,13.67
537,2013-04-10,2013,26.85122481,-81.05820296,323,55,651,,,,,,,,,1029,1029,13.67
538,2013-04-10,2013,26.70254485,-80.7950314,0,175,330,,,,,,,,,505,505,13.67
539,2013-04-10,2013,26.75824888,-80.73089249,0,30,475,,,,,,,,,505,505,13.67
540,2013-04-10,2013,26.75458708,-80.72445913,55,0,0,,,,,,,,,55,55,13.67
541,2013-04-23,2013,26.7539928,-80.7245712,349,10,973,,,,,,,,,1332,1332,13.57
542,2013-04-23,2013,26.7094854,-80.81017608,253,,475,,,,,,,,,728,728,13.57
543,2013-04-23,2013,26.75319443,-80.88534163,131,,111,,,,,,,,,242,242,13.57
544,2013-04-23,2013,26.8163928,-80.95360343,279,,533,,,,,,,,,812,812,13.57
545,2013-04-23,2013,26.83898052,-81.02619608,15,287,12,,,,,,,,,304,314,13.57
546,2013-04-23,2013,26.84339552,-81.03757518,,175,,,,,,,,,,175,175,13.57
547,2013-04-23,2013,26.85907689,-81.03006743,,60,30,,,,,,,,,90,90,13.57
548,2013-04-23,2013,26.85666852,-81.04535887,9,51,0,,,,,,,,,60,60,13.57
549,2013-04-23,2013,26.89595609,-81.0517805,60,,,,,,,,,,,60,60,13.57
550,2013-04-23,2013,26.89909142,-81.06264403,5,105,46,,,,,,,,,156,156,13.57
551,2013-04-23,2013,26.89954698,-81.06893557,4,167,3,,,,,,,,,174,174,13.57
552,2013-04-23,2013,26.95745654,-81.06244781,59,,253,,,,,,,,,312,312,13.57
553,2013-04-23,2013,27.08176193,-80.90725738,21,,15,,,,,,,,,36,36,13.57
554,2013-04-23,2013,27.15443697,-80.84592657,40,,145,,,,,,,,,184,185,13.57
555,2013-05-06,2013,27.05280916,-80.93243142,140,,542,,,,,,,,,664,682,13.58
556,2013-05-06,2013,27.05354165,-80.93448046,70,,137,,,,,,,,,207,207,13.58
557,2013-05-06,2013,27.01840446,-80.98648891,75,,130,,,,,,,,,205,205,13.58
558,2013-05-06,2013,27.01386876,-81.00532916,42,5,105,,,,,,,,,152,152,13.58
559,2013-05-06,2013,26.94418078,-81.08241149,115,30,32,,,,,,,,,177,177,13.58
560,2013-05-06,2013,26.93955825,-81.09122238,194,427,221,,,,,,,,,842,842,13.58
561,2013-05-06,2013,26.88892661,-81.07150261,23,98,14,,,,,,,,,135,135,13.58
562,2013-05-06,2013,26.89144579,-81.06874874,46,157,26,,,,,,,,,229,229,13.58
563,2013-05-06,2013,26.893841,-81.06040598,70,,40,,,,,,,,,110,110,13.58
564,2013-05-06,2013,26.85831481,-81.03085122,16,15,515,,,,,,,,,546,546,13.58
565,2013-05-06,2013,26.8601092,-81.02166256,30,93,13,,,,,,,,,136,136,13.58
566,2013-05-06,2013,26.86781662,-81.01864432,28,160,13,,,,,,,,,201,201,13.58
567,2013-05-06,2013,26.89251423,-80.98967244,80,32,103,,,,,,,,,215,215,13.58
568,2013-05-06,2013,26.84053419,-81.0404832,65,480,53,,,,,,,,,598,598,13.58
569,2013-05-06,2013,26.84080292,-81.03362446,20,35,10,,,,,,,,,65,65,13.58
570,2013-05-06,2013,26.83828449,-81.01800386,10,56,2,,,,,,,,,68,68,13.58
571,2013-05-06,2013,26.83543389,-81.00746487,,90,10,,,,,,,,,100,100,13.58
572,2013-05-06,2013,26.81437771,-80.95301653,40,189,81,,,,,,,,,310,310,13.58
573,2013-05-06,2013,26.70994179,-80.80942623,,,,,,,,,,,,0,0,13.58
574,2013-05-06,2013,26.6979799,-80.76576725,49,608,116,,,,,,,,,773,773,13.58
575,2013-05-06,2013,26.75216136,-80.72335616,45,,20,,,,,,,,,65,65,13.58
576,2013-05-06,2013,26.695619,-80.75994,22,2,149,,,,,,,,,173,173,13.34
577,2013-05-22,2013,26.709083,-80.804812,25,166,68,,,,,,,,,259,259,13.34
578,2013-05-22,2013,26.731655,-80.719725,37,,126,,,,,,,,,163,163,13.34
579,2013-05-22,2013,26.741337,-80.731798,277,11,501,,,,,,,,,789,789,13.34
580,2013-05-22,2013,26.831631,-81.046788,9,90,18,,,,,,,,,117,117,13.34
581,2013-05-22,2013,26.838742,-81.044993,72,192,58,,,,,,,,,322,322,13.34
582,2013-05-22,2013,26.840321,-81.031528,26,170,16,,,,,,,,,212,212,13.34
583,2013-05-22,2013,26.842563,-81.03647,20,343,120,,,,,,,,,483,483,13.34
584,2013-05-22,2013,26.850086,-81.050144,40,265,12,,,,,,,,,317,317,13.34
585,2013-05-22,2013,26.850627,-81.047987,20,235,20,,,,,,,,,275,275,13.34
586,2013-05-22,2013,26.85604,-81.045326,35,90,60,,,,,,,,,184,185,13.34
587,2013-05-22,2013,26.859038,-81.053179,30,90,50,,,,,,,,,170,170,13.34
588,2013-05-22,2013,26.859557,-81.028495,31,130,419,,,,,,,,,580,580,13.34
589,2013-05-22,2013,26.870877,-81.063565,64,46,116,,,,,,,,,226,226,13.34
590,2013-05-22,2013,26.875633,-81.074383,15,75,90,,,,,,,,,180,180,13.34
591,2013-05-22,2013,26.881662,-81.07215,,35,,,,,,,,,,35,35,13.34
592,2013-05-22,2013,26.896182,-81.069054,40,,203,,,,,,,,,243,243,13.34
593,2013-05-22,2013,26.901287,-81.068922,,325,,,,,,,,,,325,325,13.34
594,2013-05-22,2013,27.036757,-80.959134,,550,,,,,,,,,,550,550,13.34
595,2013-05-22,2013,27.04901,-80.931093,,364,,,,,,,,,,364,364,13.34
596,2013-05-22,2013,27.050115,-80.945573,88,109,316,,,,,,,,,513,513,13.34
597,2013-05-22,2013,27.083382,-80.910687,35,,45,,,,,,,,,80,80,13.34
598,2013-12-13,2013,26.72558326,-80.71184906,300,50,400,0,,0,,,cat,bul,thalia,750,750,14.36
599,2013-12-13,2013,26.88570133,-81.06842587,25,200,35,0,,0,,,grass,,,260,260,14.36
600,2013-12-13,2013,26.88215747,-81.07582457,25,425,,0,,350,,,grass,cord,,450,800,14.36
601,2013-12-13,2013,26.87741918,-81.08221242,0,850,0,0,,300,,,eleo,Tg,,850,1150,14.36
602,2013-12-13,2013,26.82493547,-81.05971648,0,950,,0,,350,,,salt bush,grass,,950,1300,14.36
603,2013-12-13,2013,26.69346054,-80.75278209,300,,375,0,,0,,,treated dead cat,,,675,675,14.36
604,2013-12-13,2013,26.70170439,-80.80081768,250,,495,125,,0,,,smart,cat,thalia,745,870,14.36
605,2013-12-13,2013,26.80312224,-80.93811393,14,,39,18,,0,,,lotus,some cat,,53,71,14.36
606,2013-12-13,2013,26.85620274,-80.95552683,0,,135,55,,,,,lilly,low density cat,,135,190,14.36
607,2013-12-13,2013,26.88992506,-80.99080785,50,,90,40,,0,,,lilly surounded by cat islands,,,140,180,14.36
608,2013-12-13,2013,26.91513388,-80.98054488,20,,40,0,,0,,,lilly,cat,,60,60,14.36
609,2013-12-13,2013,26.9516095,-81.05711541,800,,1300,50,,0,,,lilly,smart,,2100,2150,14.36
610,2013-12-13,2013,26.96177272,-81.05160029,40,,25,0,,0,,,smart,,,65,65,14.36
611,2013-12-13,2013,26.97414558,-81.08026145,55,,165,15,,300,,,treated luziola,smart,,235,535,14.36
612,2013-12-13,2013,26.98676789,-81.06442276,1,,65,0,,0,,,smart,lilly,,66,66,14.36
613,2013-12-13,2013,27.07844697,-80.93435071,40,,25,0,,0,,,tg,,,65,65,14.36
614,2013-12-13,2013,27.19252425,-80.82723141,20,,35,0,,0,,,treated cat,floating crap,,55,55,14.36
615,2014-01-23,2014,26.6893084,-80.94099445,15,46,30,,,,,,smart,cat,will,,,13.84
616,2014-01-23,2014,26.76517317,-80.72959674,30,50,60,,,20,,,lilly,,,140,160,13.84
617,2014-01-23,2014,26.9158207,-81.08577205,5,55,12,,,,,,will,,,72,72,13.84
618,2014-01-23,2014,27.0517978,-80.93857996,2,55,50,,,300,,,lilly,TG,,107,407,13.84
619,2014-01-23,2014,26.79843491,-80.95784342,,65,,,,,,,lilly,smart,will,65,65,13.84
620,2014-01-23,2014,26.79275198,-80.95061017,,78,,,,25,,,lilly,will,,78,78,13.84
621,2014-01-23,2014,26.81340247,-80.97208796,1,115,6,,,,,,cat,lilly,will,122,122,13.84
